segment_id,forecast_day,survival_probability,cumulative_failure_probability
SEG-052,19,0.997842,0.002158
SEG-052,20,0.997728,0.002272
SEG-052,21,0.997614,0.002386
SEG-052,22,0.9975,0.0025
SEG-052,23,0.997386,0.002614
SEG-052,24,0.997272,0.002728
SEG-052,25,0.997158,0.002842
SEG-052,26,0.997044,0.002956
SEG-052,27,0.99693,0.00307
SEG-052,28,0.996816,0.003184
SEG-052,29,0.996702,0.003298
SEG-052,30,0.996588,0.003412
SEG-053,1,0.999735,0.000265
SEG-053,2,0.99947,0.00053
SEG-053,3,0.999204,0.000796
SEG-053,4,0.998939,0.001061
SEG-053,5,0.998674,0.001326
SEG-053,6,0.998409,0.001591
SEG-053,7,0.998143,0.001857
SEG-053,8,0.997878,0.002122
SEG-053,9,0.997613,0.002387
SEG-053,10,0.997347,0.002653
SEG-053,11,0.997082,0.002918
SEG-053,12,0.996817,0.003183
SEG-053,13,0.996551,0.003449
SEG-053,14,0.996286,0.003714
SEG-053,15,0.99602,0.00398
SEG-053,16,0.995755,0.004245
SEG-053,17,0.99549,0.00451
SEG-053,18,0.995224,0.004776
SEG-053,19,0.994959,0.005041
SEG-053,20,0.994693,0.005307
SEG-053,21,0.994427,0.005573
SEG-053,22,0.994162,0.005838
SEG-053,23,0.993896,0.006104
SEG-053,24,0.993631,0.006369
SEG-053,25,0.993365,0.006635
SEG-053,26,0.993099,0.006901
SEG-053,27,0.992834,0.007166
SEG-053,28,0.992568,0.007432
SEG-053,29,0.992302,0.007698
SEG-053,30,0.992037,0.007963
SEG-054,1,0.999873,0.000127
SEG-054,2,0.999747,0.000253
SEG-054,3,0.99962,0.00038
SEG-054,4,0.999493,0.000507
SEG-054,5,0.999367,0.000633
SEG-054,6,0.99924,0.00076
SEG-054,7,0.999113,0.000887
SEG-054,8,0.998986,0.001014
SEG-054,9,0.998859,0.001141
SEG-054,10,0.998733,0.001267
SEG-054,11,0.998606,0.001394
SEG-054,12,0.998479,0.001521
SEG-054,13,0.998352,0.001648
SEG-054,14,0.998225,0.001775
SEG-054,15,0.998098,0.001902
SEG-054,16,0.997971,0.002029
SEG-054,17,0.997844,0.002156
SEG-054,18,0.997717,0.002283
SEG-054,19,0.997589,0.002411
SEG-054,20,0.997462,0.002538
SEG-054,21,0.997335,0.002665
SEG-054,22,0.997208,0.002792
SEG-054,23,0.997081,0.002919
SEG-054,24,0.996953,0.003047
SEG-054,25,0.996826,0.003174
SEG-054,26,0.996699,0.003301
SEG-054,27,0.996572,0.003428
SEG-054,28,0.996444,0.003556
SEG-054,29,0.996317,0.003683
SEG-054,30,0.996189,0.003811
SEG-055,1,0.99964,0.00036
SEG-055,2,0.99928,0.00072
SEG-055,3,0.998921,0.001079
SEG-055,4,0.998561,0.001439
SEG-055,5,0.998201,0.001799
SEG-055,6,0.997841,0.002159
SEG-055,7,0.997481,0.002519
SEG-055,8,0.997122,0.002878
SEG-055,9,0.996762,0.003238
SEG-055,10,0.996402,0.003598
SEG-055,11,0.996042,0.003958
SEG-055,12,0.995683,0.004317
SEG-055,13,0.995323,0.004677
SEG-055,14,0.994963,0.005037
SEG-055,15,0.994603,0.005397
SEG-055,16,0.994244,0.005756
SEG-055,17,0.993884,0.006116
SEG-055,18,0.993524,0.006476
SEG-055,19,0.993164,0.006836
SEG-055,20,0.992805,0.007195
SEG-055,21,0.992445,0.007555
SEG-055,22,0.992085,0.007915
SEG-055,23,0.991726,0.008274
SEG-055,24,0.991366,0.008634
SEG-055,25,0.991006,0.008994
SEG-055,26,0.990647,0.009353
SEG-055,27,0.990287,0.009713
SEG-055,28,0.989928,0.010072
SEG-055,29,0.989568,0.010432
SEG-055,30,0.989208,0.010792
SEG-056,1,0.999803,0.000197
SEG-056,2,0.999606,0.000394
SEG-056,3,0.999409,0.000591
SEG-056,4,0.999212,0.000788
SEG-056,5,0.999015,0.000985
SEG-056,6,0.998818,0.001182
SEG-056,7,0.99862,0.00138
SEG-056,8,0.998423,0.001577
SEG-056,9,0.998226,0.001774
SEG-056,10,0.998029,0.001971
SEG-056,11,0.997832,0.002168
SEG-056,12,0.997634,0.002366
SEG-056,13,0.997437,0.002563
SEG-056,14,0.99724,0.00276
SEG-056,15,0.997042,0.002958
SEG-056,16,0.996845,0.003155
SEG-056,17,0.996647,0.003353
SEG-056,18,0.99645,0.00355
SEG-056,19,0.996252,0.003748
SEG-056,20,0.996055,0.003945
SEG-056,21,0.995857,0.004143
SEG-056,22,0.99566,0.00434
SEG-056,23,0.995462,0.004538
SEG-056,24,0.995264,0.004736
SEG-056,25,0.995067,0.004933
SEG-056,26,0.994869,0.005131
SEG-056,27,0.994671,0.005329
SEG-056,28,0.994474,0.005526
SEG-056,29,0.994276,0.005724
SEG-056,30,0.994078,0.005922
SEG-057,1,0.999861,0.000139
SEG-057,2,0.999721,0.000279
SEG-057,3,0.999582,0.000418
SEG-057,4,0.999443,0.000557
SEG-057,5,0.999303,0.000697
SEG-057,6,0.999164,0.000836
SEG-057,7,0.999024,0.000976
SEG-057,8,0.998885,0.001115
SEG-057,9,0.998745,0.001255
SEG-057,10,0.998605,0.001395
SEG-057,11,0.998466,0.001534
SEG-057,12,0.998326,0.001674
SEG-057,13,0.998186,0.001814
SEG-057,14,0.998047,0.001953
SEG-057,15,0.997907,0.002093
SEG-057,16,0.997767,0.002233
SEG-057,17,0.997628,0.002372
SEG-057,18,0.997488,0.002512
SEG-057,19,0.997348,0.002652
SEG-057,20,0.997208,0.002792
SEG-057,21,0.997068,0.002932
SEG-057,22,0.996928,0.003072
SEG-057,23,0.996788,0.003212
SEG-057,24,0.996648,0.003352
SEG-057,25,0.996508,0.003492
SEG-057,26,0.996368,0.003632
SEG-057,27,0.996228,0.003772
SEG-057,28,0.996088,0.003912
SEG-057,29,0.995948,0.004052
SEG-057,30,0.995808,0.004192
SEG-058,1,0.999851,0.000149
SEG-058,2,0.999703,0.000297
SEG-058,3,0.999554,0.000446
SEG-058,4,0.999406,0.000594
SEG-058,5,0.999257,0.000743
SEG-058,6,0.999109,0.000891
SEG-058,7,0.99896,0.00104
SEG-058,8,0.998811,0.001189
SEG-058,9,0.998662,0.001338
SEG-058,10,0.998514,0.001486
SEG-058,11,0.998365,0.001635
SEG-058,12,0.998216,0.001784
SEG-058,13,0.998067,0.001933
SEG-058,14,0.997918,0.002082
SEG-058,15,0.997769,0.002231
SEG-058,16,0.99762,0.00238
SEG-058,17,0.997471,0.002529
SEG-058,18,0.997323,0.002677
SEG-058,19,0.997173,0.002827
SEG-058,20,0.997024,0.002976
SEG-058,21,0.996875,0.003125
SEG-058,22,0.996726,0.003274
SEG-058,23,0.996577,0.003423
SEG-058,24,0.996428,0.003572
SEG-058,25,0.996279,0.003721
SEG-058,26,0.99613,0.00387
SEG-058,27,0.99598,0.00402
SEG-058,28,0.995831,0.004169
SEG-058,29,0.995682,0.004318
SEG-058,30,0.995532,0.004468
SEG-059,1,0.999958,4.2e-05
SEG-059,2,0.999916,8.4e-05
SEG-059,3,0.999874,0.000126
SEG-059,4,0.999832,0.000168
SEG-059,5,0.99979,0.00021
SEG-059,6,0.999748,0.000252
SEG-059,7,0.999706,0.000294
SEG-059,8,0.999664,0.000336
SEG-059,9,0.999622,0.000378
SEG-059,10,0.99958,0.00042
SEG-059,11,0.999538,0.000462
SEG-059,12,0.999496,0.000504
SEG-059,13,0.999454,0.000546
SEG-059,14,0.999412,0.000588
SEG-059,15,0.99937,0.00063
SEG-059,16,0.999328,0.000672
SEG-059,17,0.999286,0.000714
SEG-059,18,0.999244,0.000756
SEG-059,19,0.999202,0.000798
SEG-059,20,0.99916,0.00084
SEG-059,21,0.999117,0.000883
SEG-059,22,0.999075,0.000925
SEG-059,23,0.999033,0.000967
SEG-059,24,0.998991,0.001009
SEG-059,25,0.998949,0.001051
SEG-059,26,0.998906,0.001094
SEG-059,27,0.998864,0.001136
SEG-059,28,0.998822,0.001178
SEG-059,29,0.99878,0.00122
SEG-059,30,0.998737,0.001263
SEG-060,1,0.99971,0.00029
SEG-060,2,0.99942,0.00058
SEG-060,3,0.99913,0.00087
SEG-060,4,0.99884,0.00116
SEG-060,5,0.998549,0.001451
SEG-060,6,0.998259,0.001741
SEG-060,7,0.997969,0.002031
SEG-060,8,0.997679,0.002321
SEG-060,9,0.997389,0.002611
SEG-060,10,0.997098,0.002902
SEG-060,11,0.996808,0.003192
SEG-060,12,0.996518,0.003482
SEG-060,13,0.996228,0.003772
SEG-060,14,0.995937,0.004063
SEG-060,15,0.995647,0.004353
SEG-060,16,0.995357,0.004643
SEG-060,17,0.995066,0.004934
SEG-060,18,0.994776,0.005224
SEG-060,19,0.994486,0.005514
SEG-060,20,0.994195,0.005805
SEG-060,21,0.993905,0.006095
SEG-060,22,0.993614,0.006386
SEG-060,23,0.993324,0.006676
SEG-060,24,0.993034,0.006966
SEG-060,25,0.992743,0.007257
SEG-060,26,0.992453,0.007547
SEG-060,27,0.992162,0.007838
SEG-060,28,0.991872,0.008128
SEG-060,29,0.991581,0.008419
SEG-060,30,0.991291,0.008709
SEG-061,1,0.999599,0.000401
SEG-061,2,0.999198,0.000802
SEG-061,3,0.998798,0.001202
SEG-061,4,0.998397,0.001603
SEG-061,5,0.997996,0.002004
SEG-061,6,0.997595,0.002405
SEG-061,7,0.997195,0.002805
SEG-061,8,0.996794,0.003206
SEG-061,9,0.996393,0.003607
SEG-061,10,0.995993,0.004007
SEG-061,11,0.995592,0.004408
SEG-061,12,0.995191,0.004809
SEG-061,13,0.994791,0.005209
SEG-061,14,0.99439,0.00561
SEG-061,15,0.99399,0.00601
SEG-061,16,0.993589,0.006411
SEG-061,17,0.993189,0.006811
SEG-061,18,0.992788,0.007212
SEG-061,19,0.992388,0.007612
SEG-061,20,0.991988,0.008012
SEG-061,21,0.991587,0.008413
SEG-061,22,0.991187,0.008813
SEG-061,23,0.990787,0.009213
SEG-061,24,0.990386,0.009614
SEG-061,25,0.989986,0.010014
SEG-061,26,0.989586,0.010414
SEG-061,27,0.989186,0.010814
SEG-061,28,0.988786,0.011214
SEG-061,29,0.988385,0.011615
SEG-061,30,0.987985,0.012015
SEG-062,1,0.999775,0.000225
SEG-062,2,0.999549,0.000451
SEG-062,3,0.999324,0.000676
SEG-062,4,0.999098,0.000902
SEG-062,5,0.998873,0.001127
SEG-062,6,0.998648,0.001352
SEG-062,7,0.998422,0.001578
SEG-062,8,0.998197,0.001803
SEG-062,9,0.997971,0.002029
SEG-062,10,0.997745,0.002255
SEG-062,11,0.99752,0.00248
SEG-062,12,0.997294,0.002706
SEG-062,13,0.997069,0.002931
SEG-062,14,0.996843,0.003157
SEG-062,15,0.996617,0.003383
SEG-062,16,0.996391,0.003609
SEG-062,17,0.996166,0.003834
SEG-062,18,0.99594,0.00406
SEG-062,19,0.995714,0.004286
SEG-062,20,0.995488,0.004512
SEG-062,21,0.995262,0.004738
SEG-062,22,0.995036,0.004964
SEG-062,23,0.994811,0.005189
SEG-062,24,0.994585,0.005415
SEG-062,25,0.994359,0.005641
SEG-062,26,0.994133,0.005867
SEG-062,27,0.993907,0.006093
SEG-062,28,0.993681,0.006319
SEG-062,29,0.993455,0.006545
SEG-062,30,0.993229,0.006771
SEG-063,1,0.999708,0.000292
SEG-063,2,0.999417,0.000583
SEG-063,3,0.999125,0.000875
SEG-063,4,0.998834,0.001166
SEG-063,5,0.998542,0.001458
SEG-063,6,0.998251,0.001749
SEG-063,7,0.997959,0.002041
SEG-063,8,0.997667,0.002333
SEG-063,9,0.997376,0.002624
SEG-063,10,0.997084,0.002916
SEG-063,11,0.996793,0.003207
SEG-063,12,0.996501,0.003499
SEG-063,13,0.996209,0.003791
SEG-063,14,0.995917,0.004083
SEG-063,15,0.995626,0.004374
SEG-063,16,0.995334,0.004666
SEG-063,17,0.995042,0.004958
SEG-063,18,0.99475,0.00525
SEG-063,19,0.994459,0.005541
SEG-063,20,0.994167,0.005833
SEG-063,21,0.993875,0.006125
SEG-063,22,0.993583,0.006417
SEG-063,23,0.993292,0.006708
SEG-063,24,0.993,0.007
SEG-063,25,0.992708,0.007292
SEG-063,26,0.992416,0.007584
SEG-063,27,0.992124,0.007876
SEG-063,28,0.991832,0.008168
SEG-063,29,0.99154,0.00846
SEG-063,30,0.991248,0.008752
SEG-064,1,0.999454,0.000546
SEG-064,2,0.998907,0.001093
SEG-064,3,0.998361,0.001639
SEG-064,4,0.997815,0.002185
SEG-064,5,0.997269,0.002731
SEG-064,6,0.996723,0.003277
SEG-064,7,0.996178,0.003822
SEG-064,8,0.995632,0.004368
SEG-064,9,0.995086,0.004914
SEG-064,10,0.994541,0.005459
SEG-064,11,0.993996,0.006004
SEG-064,12,0.993451,0.006549
SEG-064,13,0.992905,0.007095
SEG-064,14,0.992361,0.007639
SEG-064,15,0.991816,0.008184
SEG-064,16,0.991271,0.008729
SEG-064,17,0.990726,0.009274
SEG-064,18,0.990182,0.009818
SEG-064,19,0.989638,0.010362
SEG-064,20,0.989093,0.010907
SEG-064,21,0.988549,0.011451
SEG-064,22,0.988005,0.011995
SEG-064,23,0.987461,0.012539
SEG-064,24,0.986917,0.013083
SEG-064,25,0.986374,0.013626
SEG-064,26,0.98583,0.01417
SEG-064,27,0.985287,0.014713
SEG-064,28,0.984743,0.015257
SEG-064,29,0.9842,0.0158
SEG-064,30,0.983657,0.016343
SEG-065,1,0.99928,0.00072
SEG-065,2,0.99856,0.00144
SEG-065,3,0.99784,0.00216
SEG-065,4,0.997121,0.002879
SEG-065,5,0.996402,0.003598
SEG-065,6,0.995683,0.004317
SEG-065,7,0.994965,0.005035
SEG-065,8,0.994247,0.005753
SEG-065,9,0.993529,0.006471
SEG-065,10,0.992811,0.007189
SEG-065,11,0.992093,0.007907
SEG-065,12,0.991376,0.008624
SEG-065,13,0.990659,0.009341
SEG-065,14,0.989943,0.010057
SEG-065,15,0.989227,0.010773
SEG-065,16,0.98851,0.01149
SEG-065,17,0.987795,0.012205
SEG-065,18,0.987079,0.012921
SEG-065,19,0.986364,0.013636
SEG-065,20,0.985649,0.014351
SEG-065,21,0.984934,0.015066
SEG-065,22,0.98422,0.01578
SEG-065,23,0.983506,0.016494
SEG-065,24,0.982792,0.017208
SEG-065,25,0.982079,0.017921
SEG-065,26,0.981365,0.018635
SEG-065,27,0.980652,0.019348
SEG-065,28,0.97994,0.02006
SEG-065,29,0.979227,0.020773
SEG-065,30,0.978515,0.021485
SEG-066,1,0.999406,0.000594
SEG-066,2,0.998812,0.001188
SEG-066,3,0.998218,0.001782
SEG-066,4,0.997624,0.002376
SEG-066,5,0.99703,0.00297
SEG-066,6,0.996436,0.003564
SEG-066,7,0.995843,0.004157
SEG-066,8,0.99525,0.00475
SEG-066,9,0.994657,0.005343
SEG-066,10,0.994064,0.005936
SEG-066,11,0.993471,0.006529
SEG-066,12,0.992878,0.007122
SEG-066,13,0.992286,0.007714
SEG-066,14,0.991693,0.008307
SEG-066,15,0.991101,0.008899
SEG-066,16,0.990509,0.009491
SEG-066,17,0.989917,0.010083
SEG-066,18,0.989325,0.010675
SEG-066,19,0.988734,0.011266
SEG-066,20,0.988142,0.011858
SEG-066,21,0.987551,0.012449
SEG-066,22,0.98696,0.01304
SEG-066,23,0.986369,0.013631
SEG-066,24,0.985778,0.014222
SEG-066,25,0.985188,0.014812
SEG-066,26,0.984597,0.015403
SEG-066,27,0.984007,0.015993
SEG-066,28,0.983417,0.016583
SEG-066,29,0.982827,0.017173
SEG-066,30,0.982237,0.017763
SEG-067,1,0.999805,0.000195
SEG-067,2,0.999611,0.000389
SEG-067,3,0.999416,0.000584
SEG-067,4,0.999221,0.000779
SEG-067,5,0.999027,0.000973
SEG-067,6,0.998832,0.001168
SEG-067,7,0.998637,0.001363
SEG-067,8,0.998442,0.001558
SEG-067,9,0.998247,0.001753
SEG-067,10,0.998052,0.001948
SEG-067,11,0.997857,0.002143
SEG-067,12,0.997662,0.002338
SEG-067,13,0.997467,0.002533
SEG-067,14,0.997272,0.002728
SEG-067,15,0.997077,0.002923
SEG-067,16,0.996882,0.003118
SEG-067,17,0.996687,0.003313
SEG-067,18,0.996492,0.003508
SEG-067,19,0.996297,0.003703
SEG-067,20,0.996102,0.003898
SEG-067,21,0.995907,0.004093
SEG-067,22,0.995711,0.004289
SEG-067,23,0.995516,0.004484
SEG-067,24,0.995321,0.004679
SEG-067,25,0.995126,0.004874
SEG-067,26,0.99493,0.00507
SEG-067,27,0.994735,0.005265
SEG-067,28,0.994539,0.005461
SEG-067,29,0.994344,0.005656
SEG-067,30,0.994149,0.005851
SEG-068,1,0.999778,0.000222
SEG-068,2,0.999555,0.000445
SEG-068,3,0.999333,0.000667
SEG-068,4,0.99911,0.00089
SEG-068,5,0.998887,0.001113
SEG-068,6,0.998665,0.001335
SEG-068,7,0.998442,0.001558
SEG-068,8,0.99822,0.00178
SEG-068,9,0.997997,0.002003
SEG-068,10,0.997774,0.002226
SEG-068,11,0.997551,0.002449
SEG-068,12,0.997329,0.002671
SEG-068,13,0.997106,0.002894
SEG-068,14,0.996883,0.003117
SEG-068,15,0.99666,0.00334
SEG-068,16,0.996437,0.003563
SEG-068,17,0.996215,0.003785
SEG-068,18,0.995992,0.004008
SEG-068,19,0.995769,0.004231
SEG-068,20,0.995546,0.004454
SEG-068,21,0.995323,0.004677
SEG-068,22,0.9951,0.0049
SEG-068,23,0.994877,0.005123
SEG-068,24,0.994654,0.005346
SEG-068,25,0.994431,0.005569
SEG-068,26,0.994207,0.005793
SEG-068,27,0.993984,0.006016
SEG-068,28,0.993761,0.006239
SEG-068,29,0.993538,0.006462
SEG-068,30,0.993315,0.006685
SEG-069,1,0.999926,7.4e-05
SEG-069,2,0.999852,0.000148
SEG-069,3,0.999778,0.000222
SEG-069,4,0.999703,0.000297
SEG-069,5,0.999629,0.000371
SEG-069,6,0.999555,0.000445
SEG-069,7,0.999481,0.000519
SEG-069,8,0.999407,0.000593
SEG-069,9,0.999332,0.000668
SEG-069,10,0.999258,0.000742
SEG-069,11,0.999184,0.000816
SEG-069,12,0.999109,0.000891
SEG-069,13,0.999035,0.000965
SEG-069,14,0.998961,0.001039
SEG-069,15,0.998886,0.001114
SEG-069,16,0.998812,0.001188
SEG-069,17,0.998737,0.001263
SEG-069,18,0.998663,0.001337
SEG-069,19,0.998588,0.001412
SEG-069,20,0.998514,0.001486
SEG-069,21,0.998439,0.001561
SEG-069,22,0.998365,0.001635
SEG-069,23,0.99829,0.00171
SEG-069,24,0.998216,0.001784
SEG-069,25,0.998141,0.001859
SEG-069,26,0.998067,0.001933
SEG-069,27,0.997992,0.002008
SEG-069,28,0.997917,0.002083
SEG-069,29,0.997843,0.002157
SEG-069,30,0.997768,0.002232
SEG-070,1,0.999932,6.8e-05
SEG-070,2,0.999864,0.000136
SEG-070,3,0.999796,0.000204
SEG-070,4,0.999728,0.000272
SEG-070,5,0.99966,0.00034
SEG-070,6,0.999592,0.000408
SEG-070,7,0.999523,0.000477
SEG-070,8,0.999455,0.000545
SEG-070,9,0.999387,0.000613
SEG-070,10,0.999319,0.000681
SEG-070,11,0.999251,0.000749
SEG-070,12,0.999182,0.000818
SEG-070,13,0.999114,0.000886
SEG-070,14,0.999046,0.000954
SEG-070,15,0.998978,0.001022
SEG-070,16,0.998909,0.001091
SEG-070,17,0.998841,0.001159
SEG-070,18,0.998773,0.001227
SEG-070,19,0.998704,0.001296
SEG-070,20,0.998636,0.001364
SEG-070,21,0.998568,0.001432
SEG-070,22,0.998499,0.001501
SEG-070,23,0.998431,0.001569
SEG-070,24,0.998362,0.001638
SEG-070,25,0.998294,0.001706
SEG-070,26,0.998225,0.001775
SEG-070,27,0.998157,0.001843
SEG-070,28,0.998088,0.001912
SEG-070,29,0.99802,0.00198
SEG-070,30,0.997951,0.002049
SEG-071,1,0.999732,0.000268
SEG-071,2,0.999463,0.000537
SEG-071,3,0.999195,0.000805
SEG-071,4,0.998926,0.001074
SEG-071,5,0.998658,0.001342
SEG-071,6,0.998389,0.001611
SEG-071,7,0.998121,0.001879
SEG-071,8,0.997852,0.002148
SEG-071,9,0.997583,0.002417
SEG-071,10,0.997315,0.002685
SEG-071,11,0.997046,0.002954
SEG-071,12,0.996778,0.003222
SEG-071,13,0.996509,0.003491
SEG-071,14,0.99624,0.00376
SEG-071,15,0.995972,0.004028
SEG-071,16,0.995703,0.004297
SEG-071,17,0.995434,0.004566
SEG-071,18,0.995165,0.004835
SEG-071,19,0.994897,0.005103
SEG-071,20,0.994628,0.005372
SEG-071,21,0.994359,0.005641
SEG-071,22,0.99409,0.00591
SEG-071,23,0.993821,0.006179
SEG-071,24,0.993552,0.006448
SEG-071,25,0.993283,0.006717
SEG-071,26,0.993015,0.006985
SEG-071,27,0.992746,0.007254
SEG-071,28,0.992477,0.007523
SEG-071,29,0.992208,0.007792
SEG-071,30,0.991939,0.008061
SEG-072,1,0.999654,0.000346
SEG-072,2,0.999308,0.000692
SEG-072,3,0.998962,0.001038
SEG-072,4,0.998616,0.001384
SEG-072,5,0.99827,0.00173
SEG-072,6,0.997923,0.002077
SEG-072,7,0.997577,0.002423
SEG-072,8,0.997231,0.002769
SEG-072,9,0.996885,0.003115
SEG-072,10,0.996539,0.003461
SEG-072,11,0.996193,0.003807
SEG-072,12,0.995847,0.004153
SEG-072,13,0.995501,0.004499
SEG-072,14,0.995155,0.004845
SEG-072,15,0.994809,0.005191
SEG-072,16,0.994463,0.005537
SEG-072,17,0.994117,0.005883
SEG-072,18,0.993771,0.006229
SEG-072,19,0.993425,0.006575
SEG-072,20,0.993079,0.006921
SEG-072,21,0.992733,0.007267
SEG-072,22,0.992387,0.007613
SEG-072,23,0.99204,0.00796
SEG-072,24,0.991694,0.008306
SEG-072,25,0.991348,0.008652
SEG-072,26,0.991002,0.008998
SEG-072,27,0.990656,0.009344
SEG-072,28,0.99031,0.00969
SEG-072,29,0.989964,0.010036
SEG-072,30,0.989618,0.010382
SEG-073,1,0.999875,0.000125
SEG-073,2,0.999749,0.000251
SEG-073,3,0.999623,0.000377
SEG-073,4,0.999498,0.000502
SEG-073,5,0.999372,0.000628
SEG-073,6,0.999247,0.000753
SEG-073,7,0.999121,0.000879
SEG-073,8,0.998995,0.001005
SEG-073,9,0.99887,0.00113
SEG-073,10,0.998744,0.001256
SEG-073,11,0.998618,0.001382
SEG-073,12,0.998492,0.001508
SEG-073,13,0.998367,0.001633
SEG-073,14,0.998241,0.001759
SEG-073,15,0.998115,0.001885
SEG-073,16,0.997989,0.002011
SEG-073,17,0.997863,0.002137
SEG-073,18,0.997737,0.002263
SEG-073,19,0.997611,0.002389
SEG-073,20,0.997485,0.002515
SEG-073,21,0.997359,0.002641
SEG-073,22,0.997233,0.002767
SEG-073,23,0.997107,0.002893
SEG-073,24,0.996981,0.003019
SEG-073,25,0.996855,0.003145
SEG-073,26,0.996729,0.003271
SEG-073,27,0.996603,0.003397
SEG-073,28,0.996476,0.003524
SEG-073,29,0.99635,0.00365
SEG-073,30,0.996224,0.003776
SEG-074,1,0.999595,0.000405
SEG-074,2,0.99919,0.00081
SEG-074,3,0.998785,0.001215
SEG-074,4,0.99838,0.00162
SEG-074,5,0.997976,0.002024
SEG-074,6,0.997571,0.002429
SEG-074,7,0.997166,0.002834
SEG-074,8,0.996761,0.003239
SEG-074,9,0.996357,0.003643
SEG-074,10,0.995952,0.004048
SEG-074,11,0.995547,0.004453
SEG-074,12,0.995143,0.004857
SEG-074,13,0.994738,0.005262
SEG-074,14,0.994333,0.005667
SEG-074,15,0.993929,0.006071
SEG-074,16,0.993524,0.006476
SEG-074,17,0.99312,0.00688
SEG-074,18,0.992715,0.007285
SEG-074,19,0.992311,0.007689
SEG-074,20,0.991906,0.008094
SEG-074,21,0.991502,0.008498
SEG-074,22,0.991098,0.008902
SEG-074,23,0.990693,0.009307
SEG-074,24,0.990289,0.009711
SEG-074,25,0.989885,0.010115
SEG-074,26,0.989481,0.010519
SEG-074,27,0.989076,0.010924
SEG-074,28,0.988672,0.011328
SEG-074,29,0.988268,0.011732
SEG-074,30,0.987864,0.012136
SEG-075,1,0.999503,0.000497
SEG-075,2,0.999005,0.000995
SEG-075,3,0.998508,0.001492
SEG-075,4,0.998011,0.001989
SEG-075,5,0.997514,0.002486
SEG-075,6,0.997017,0.002983
SEG-075,7,0.99652,0.00348
SEG-075,8,0.996023,0.003977
SEG-075,9,0.995526,0.004474
SEG-075,10,0.995029,0.004971
SEG-075,11,0.994532,0.005468
SEG-075,12,0.994036,0.005964
SEG-075,13,0.993539,0.006461
SEG-075,14,0.993043,0.006957
SEG-075,15,0.992547,0.007453
SEG-075,16,0.99205,0.00795
SEG-075,17,0.991554,0.008446
SEG-075,18,0.991058,0.008942
SEG-075,19,0.990562,0.009438
SEG-075,20,0.990066,0.009934
SEG-075,21,0.98957,0.01043
SEG-075,22,0.989074,0.010926
SEG-075,23,0.988579,0.011421
SEG-075,24,0.988083,0.011917
SEG-075,25,0.987587,0.012413
SEG-075,26,0.987092,0.012908
SEG-075,27,0.986597,0.013403
SEG-075,28,0.986101,0.013899
SEG-075,29,0.985606,0.014394
SEG-075,30,0.985111,0.014889
