segment_id,month,division,asset_type,age_years,freight_density_class,monsoon_exposure,grade3_defects_previous_90d,defect_count_month,failure_event,right_censored,monsoon_month
SEG-027,2025-01-25,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2025-02-24,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2025-03-26,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2025-04-25,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2025-05-25,Delhi,S&T,8.3,Low,Low,0,1,0,1,0
SEG-027,2025-06-24,Delhi,S&T,8.3,Low,Low,1,0,0,1,1
SEG-027,2025-07-24,Delhi,S&T,8.3,Low,Low,1,0,0,1,1
SEG-027,2025-08-23,Delhi,S&T,8.3,Low,Low,1,0,0,1,1
SEG-027,2025-09-22,Delhi,S&T,8.3,Low,Low,0,0,0,1,1
SEG-027,2025-10-22,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2025-11-21,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-028,2024-01-01,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2024-01-31,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2024-03-01,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2024-03-31,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2024-04-30,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2024-05-30,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2024-06-29,Delhi,Track,29.7,Medium,High,0,0,0,1,1
SEG-028,2024-07-29,Delhi,Track,29.7,Medium,High,0,0,0,1,1
SEG-028,2024-08-28,Delhi,Track,29.7,Medium,High,0,0,0,1,1
SEG-028,2024-09-27,Delhi,Track,29.7,Medium,High,0,0,0,1,1
SEG-028,2024-10-27,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2024-11-26,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2024-12-26,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2025-01-25,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2025-02-24,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2025-03-26,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2025-04-25,Delhi,Track,29.7,Medium,High,0,2,0,1,0
SEG-028,2025-05-25,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2025-06-24,Delhi,Track,29.7,Medium,High,0,0,0,1,1
SEG-028,2025-07-24,Delhi,Track,29.7,Medium,High,0,0,0,1,1
SEG-028,2025-08-23,Delhi,Track,29.7,Medium,High,0,0,0,1,1
SEG-028,2025-09-22,Delhi,Track,29.7,Medium,High,0,0,0,1,1
SEG-028,2025-10-22,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-028,2025-11-21,Delhi,Track,29.7,Medium,High,0,0,0,1,0
SEG-029,2024-01-01,Delhi,Traction/OHE,49.0,High,Low,0,0,0,1,0
SEG-029,2024-01-31,Delhi,Traction/OHE,49.0,High,Low,0,0,0,1,0
SEG-029,2024-03-01,Delhi,Traction/OHE,49.0,High,Low,0,0,0,1,0
SEG-029,2024-03-31,Delhi,Traction/OHE,49.0,High,Low,0,0,0,1,0
SEG-029,2024-04-30,Delhi,Traction/OHE,49.0,High,Low,0,0,0,1,0
SEG-029,2024-05-30,Delhi,Traction/OHE,49.0,High,Low,0,0,1,1,0
SEG-029,2024-06-29,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,1
SEG-029,2024-07-29,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,1
SEG-029,2024-08-28,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,1
SEG-029,2024-09-27,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,1
SEG-029,2024-10-27,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2024-11-26,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2024-12-26,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2025-01-25,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2025-02-24,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2025-03-26,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2025-04-25,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2025-05-25,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2025-06-24,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,1
SEG-029,2025-07-24,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,1
SEG-029,2025-08-23,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,1
SEG-029,2025-09-22,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,1
SEG-029,2025-10-22,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-029,2025-11-21,Delhi,Traction/OHE,49.0,High,Low,0,0,0,0,0
SEG-030,2024-01-01,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2024-01-31,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2024-03-01,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2024-03-31,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2024-04-30,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2024-05-30,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2024-06-29,Delhi,S&T,28.8,High,Low,0,0,0,1,1
SEG-030,2024-07-29,Delhi,S&T,28.8,High,Low,0,0,0,1,1
SEG-030,2024-08-28,Delhi,S&T,28.8,High,Low,0,0,0,1,1
SEG-030,2024-09-27,Delhi,S&T,28.8,High,Low,0,0,0,1,1
SEG-030,2024-10-27,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2024-11-26,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2024-12-26,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2025-01-25,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2025-02-24,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2025-03-26,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2025-04-25,Delhi,S&T,28.8,High,Low,0,1,0,1,0
SEG-030,2025-05-25,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-030,2025-06-24,Delhi,S&T,28.8,High,Low,0,0,0,1,1
SEG-030,2025-07-24,Delhi,S&T,28.8,High,Low,0,0,0,1,1
SEG-030,2025-08-23,Delhi,S&T,28.8,High,Low,0,0,0,1,1
SEG-030,2025-09-22,Delhi,S&T,28.8,High,Low,0,0,0,1,1
SEG-030,2025-10-22,Delhi,S&T,28.8,High,Low,0,1,0,1,0
SEG-030,2025-11-21,Delhi,S&T,28.8,High,Low,0,0,0,1,0
SEG-031,2024-01-01,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,1,0
SEG-031,2024-01-31,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,1,0
SEG-031,2024-03-01,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,1,0
SEG-031,2024-03-31,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,1,0
SEG-031,2024-04-30,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,1,0
SEG-031,2024-05-30,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,1,0
SEG-031,2024-06-29,Allahabad,Traction/OHE,35.4,High,Medium,0,1,0,1,1
SEG-031,2024-07-29,Allahabad,Traction/OHE,35.4,High,Medium,0,2,0,1,1
SEG-031,2024-08-28,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,1,1
SEG-031,2024-09-27,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,1,1
SEG-031,2024-10-27,Allahabad,Traction/OHE,35.4,High,Medium,0,0,1,1,0
SEG-031,2024-11-26,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,0,0
SEG-031,2024-12-26,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,0,0
SEG-031,2025-01-25,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,0,0
SEG-031,2025-02-24,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,0,0
SEG-031,2025-03-26,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,0,0
SEG-031,2025-04-25,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,0,0
SEG-031,2025-05-25,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,0,0
SEG-031,2025-06-24,Allahabad,Traction/OHE,35.4,High,Medium,0,1,0,0,1
SEG-031,2025-07-24,Allahabad,Traction/OHE,35.4,High,Medium,1,0,0,0,1
SEG-031,2025-08-23,Allahabad,Traction/OHE,35.4,High,Medium,1,0,0,0,1
SEG-031,2025-09-22,Allahabad,Traction/OHE,35.4,High,Medium,1,0,0,0,1
SEG-031,2025-10-22,Allahabad,Traction/OHE,35.4,High,Medium,0,0,0,0,0
SEG-031,2025-11-21,Allahabad,Traction/OHE,35.4,High,Medium,0,1,0,0,0
SEG-032,2024-01-01,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2024-01-31,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2024-03-01,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2024-03-31,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2024-04-30,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2024-05-30,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2024-06-29,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,1
SEG-032,2024-07-29,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,1
SEG-032,2024-08-28,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,1
SEG-032,2024-09-27,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,1
SEG-032,2024-10-27,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2024-11-26,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2024-12-26,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2025-01-25,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2025-02-24,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2025-03-26,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2025-04-25,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2025-05-25,Allahabad,Traction/OHE,23.6,Low,Low,0,1,0,1,0
SEG-032,2025-06-24,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,1
SEG-032,2025-07-24,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,1
SEG-032,2025-08-23,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,1
SEG-032,2025-09-22,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,1
SEG-032,2025-10-22,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-032,2025-11-21,Allahabad,Traction/OHE,23.6,Low,Low,0,0,0,1,0
SEG-033,2024-01-01,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,1,0
SEG-033,2024-01-31,Allahabad,Traction/OHE,18.9,Low,High,0,1,0,1,0
SEG-033,2024-03-01,Allahabad,Traction/OHE,18.9,Low,High,1,0,0,1,0
SEG-033,2024-03-31,Allahabad,Traction/OHE,18.9,Low,High,1,0,0,1,0
SEG-033,2024-04-30,Allahabad,Traction/OHE,18.9,Low,High,1,0,0,1,0
SEG-033,2024-05-30,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,1,0
SEG-033,2024-06-29,Allahabad,Traction/OHE,18.9,Low,High,0,0,1,1,1
SEG-033,2024-07-29,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,1
SEG-033,2024-08-28,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,1
SEG-033,2024-09-27,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,1
SEG-033,2024-10-27,Allahabad,Traction/OHE,18.9,Low,High,0,1,0,0,0
SEG-033,2024-11-26,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-033,2024-12-26,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-033,2025-01-25,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-033,2025-02-24,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-033,2025-03-26,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-033,2025-04-25,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-033,2025-05-25,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-033,2025-06-24,Allahabad,Traction/OHE,18.9,Low,High,0,1,0,0,1
SEG-033,2025-07-24,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,1
SEG-033,2025-08-23,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,1
SEG-033,2025-09-22,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,1
SEG-033,2025-10-22,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-033,2025-11-21,Allahabad,Traction/OHE,18.9,Low,High,0,0,0,0,0
SEG-034,2024-01-01,Allahabad,Track,36.3,Low,Low,0,1,0,1,0
SEG-034,2024-01-31,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2024-03-01,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2024-03-31,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2024-04-30,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2024-05-30,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2024-06-29,Allahabad,Track,36.3,Low,Low,0,0,0,1,1
SEG-034,2024-07-29,Allahabad,Track,36.3,Low,Low,0,0,0,1,1
SEG-034,2024-08-28,Allahabad,Track,36.3,Low,Low,0,0,0,1,1
SEG-034,2024-09-27,Allahabad,Track,36.3,Low,Low,0,0,0,1,1
SEG-034,2024-10-27,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2024-11-26,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2024-12-26,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2025-01-25,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2025-02-24,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2025-03-26,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2025-04-25,Allahabad,Track,36.3,Low,Low,0,1,0,1,0
SEG-034,2025-05-25,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2025-06-24,Allahabad,Track,36.3,Low,Low,0,0,0,1,1
SEG-034,2025-07-24,Allahabad,Track,36.3,Low,Low,0,0,0,1,1
SEG-034,2025-08-23,Allahabad,Track,36.3,Low,Low,0,0,0,1,1
SEG-034,2025-09-22,Allahabad,Track,36.3,Low,Low,0,0,0,1,1
SEG-034,2025-10-22,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-034,2025-11-21,Allahabad,Track,36.3,Low,Low,0,0,0,1,0
SEG-035,2024-01-01,Allahabad,Track,6.3,Medium,High,0,0,0,1,0
SEG-035,2024-01-31,Allahabad,Track,6.3,Medium,High,0,1,0,1,0
SEG-035,2024-03-01,Allahabad,Track,6.3,Medium,High,0,0,0,1,0
SEG-035,2024-03-31,Allahabad,Track,6.3,Medium,High,0,0,0,1,0
SEG-035,2024-04-30,Allahabad,Track,6.3,Medium,High,0,0,0,1,0
SEG-035,2024-05-30,Allahabad,Track,6.3,Medium,High,0,0,0,1,0
SEG-035,2024-06-29,Allahabad,Track,6.3,Medium,High,0,0,0,1,1
SEG-035,2024-07-29,Allahabad,Track,6.3,Medium,High,0,0,0,1,1
SEG-035,2024-08-28,Allahabad,Track,6.3,Medium,High,0,0,0,1,1
SEG-035,2024-09-27,Allahabad,Track,6.3,Medium,High,0,0,0,1,1
SEG-035,2024-10-27,Allahabad,Track,6.3,Medium,High,0,0,0,1,0
SEG-035,2024-11-26,Allahabad,Track,6.3,Medium,High,0,0,1,1,0
SEG-035,2024-12-26,Allahabad,Track,6.3,Medium,High,0,0,0,0,0
SEG-035,2025-01-25,Allahabad,Track,6.3,Medium,High,0,0,0,0,0
SEG-035,2025-02-24,Allahabad,Track,6.3,Medium,High,0,0,0,0,0
SEG-035,2025-03-26,Allahabad,Track,6.3,Medium,High,0,0,0,0,0
SEG-035,2025-04-25,Allahabad,Track,6.3,Medium,High,0,1,0,0,0
SEG-035,2025-05-25,Allahabad,Track,6.3,Medium,High,0,0,0,0,0
SEG-035,2025-06-24,Allahabad,Track,6.3,Medium,High,0,0,0,0,1
SEG-035,2025-07-24,Allahabad,Track,6.3,Medium,High,0,0,0,0,1
SEG-035,2025-08-23,Allahabad,Track,6.3,Medium,High,0,0,0,0,1
SEG-035,2025-09-22,Allahabad,Track,6.3,Medium,High,0,0,0,0,1
SEG-035,2025-10-22,Allahabad,Track,6.3,Medium,High,0,0,0,0,0
SEG-035,2025-11-21,Allahabad,Track,6.3,Medium,High,0,0,0,0,0
SEG-036,2024-01-01,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2024-01-31,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2024-03-01,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2024-03-31,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2024-04-30,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2024-05-30,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2024-06-29,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,1
SEG-036,2024-07-29,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,1
SEG-036,2024-08-28,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,1
SEG-036,2024-09-27,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,1
SEG-036,2024-10-27,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2024-11-26,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2024-12-26,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2025-01-25,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2025-02-24,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2025-03-26,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2025-04-25,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2025-05-25,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2025-06-24,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,1
SEG-036,2025-07-24,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,1
SEG-036,2025-08-23,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,1
SEG-036,2025-09-22,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,1
SEG-036,2025-10-22,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-036,2025-11-21,Mughal Sarai,Traction/OHE,9.2,Medium,Low,0,0,0,1,0
SEG-037,2024-01-01,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2024-01-31,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2024-03-01,Mughal Sarai,Track,11.9,Medium,Medium,0,1,0,1,0
SEG-037,2024-03-31,Mughal Sarai,Track,11.9,Medium,Medium,1,0,0,1,0
SEG-037,2024-04-30,Mughal Sarai,Track,11.9,Medium,Medium,1,1,0,1,0
SEG-037,2024-05-30,Mughal Sarai,Track,11.9,Medium,Medium,1,0,0,1,0
SEG-037,2024-06-29,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,1
SEG-037,2024-07-29,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,1
SEG-037,2024-08-28,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,1
SEG-037,2024-09-27,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,1
SEG-037,2024-10-27,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2024-11-26,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2024-12-26,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2025-01-25,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2025-02-24,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2025-03-26,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2025-04-25,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2025-05-25,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-037,2025-06-24,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,1
SEG-037,2025-07-24,Mughal Sarai,Track,11.9,Medium,Medium,0,1,0,1,1
SEG-037,2025-08-23,Mughal Sarai,Track,11.9,Medium,Medium,1,0,0,1,1
SEG-037,2025-09-22,Mughal Sarai,Track,11.9,Medium,Medium,1,0,0,1,1
SEG-037,2025-10-22,Mughal Sarai,Track,11.9,Medium,Medium,1,0,0,1,0
SEG-037,2025-11-21,Mughal Sarai,Track,11.9,Medium,Medium,0,0,0,1,0
SEG-038,2024-01-01,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2024-01-31,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2024-03-01,Mughal Sarai,Track,43.6,Medium,Low,0,1,0,1,0
SEG-038,2024-03-31,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2024-04-30,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2024-05-30,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2024-06-29,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,1
SEG-038,2024-07-29,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,1
SEG-038,2024-08-28,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,1
SEG-038,2024-09-27,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,1
SEG-038,2024-10-27,Mughal Sarai,Track,43.6,Medium,Low,0,1,0,1,0
SEG-038,2024-11-26,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2024-12-26,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2025-01-25,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2025-02-24,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2025-03-26,Mughal Sarai,Track,43.6,Medium,Low,0,1,0,1,0
SEG-038,2025-04-25,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2025-05-25,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,0
SEG-038,2025-06-24,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,1
SEG-038,2025-07-24,Mughal Sarai,Track,43.6,Medium,Low,0,0,0,1,1
SEG-038,2025-08-23,Mughal Sarai,Track,43.6,Medium,Low,0,1,0,1,1
SEG-038,2025-09-22,Mughal Sarai,Track,43.6,Medium,Low,1,0,0,1,1
SEG-038,2025-10-22,Mughal Sarai,Track,43.6,Medium,Low,1,0,0,1,0
SEG-038,2025-11-21,Mughal Sarai,Track,43.6,Medium,Low,1,0,0,1,0
SEG-039,2024-01-01,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2024-01-31,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2024-03-01,Mughal Sarai,Track,40.6,Low,Low,0,1,0,1,0
SEG-039,2024-03-31,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2024-04-30,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2024-05-30,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2024-06-29,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,1
SEG-039,2024-07-29,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,1
SEG-039,2024-08-28,Mughal Sarai,Track,40.6,Low,Low,0,1,0,1,1
SEG-039,2024-09-27,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,1
SEG-039,2024-10-27,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2024-11-26,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2024-12-26,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2025-01-25,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2025-02-24,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2025-03-26,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2025-04-25,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2025-05-25,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-039,2025-06-24,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,1
SEG-039,2025-07-24,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,1
SEG-039,2025-08-23,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,1
SEG-039,2025-09-22,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,1
SEG-039,2025-10-22,Mughal Sarai,Track,40.6,Low,Low,0,1,0,1,0
SEG-039,2025-11-21,Mughal Sarai,Track,40.6,Low,Low,0,0,0,1,0
SEG-040,2024-01-01,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,0
SEG-040,2024-01-31,Mughal Sarai,Track,9.6,Low,Medium,0,1,0,1,0
SEG-040,2024-03-01,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,0
SEG-040,2024-03-31,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,0
SEG-040,2024-04-30,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,0
SEG-040,2024-05-30,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,0
SEG-040,2024-06-29,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,1
SEG-040,2024-07-29,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,1
SEG-040,2024-08-28,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,1
SEG-040,2024-09-27,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,1
SEG-040,2024-10-27,Mughal Sarai,Track,9.6,Low,Medium,0,0,0,1,0
