task_id,segment_id,department,min_duration_hrs,preferred_window,claimed_criticality,defect_count,avg_severity,max_severity,failure_probability_30d,risk_score,risk_normalized,evidence_score,claim_ratio,inflated_claim,claim_status,claimed_priority,auction_score,priority_score,auction_rank,segment_group,normalized_window
TASK-00340,SEG-028,S&T,3.58,07:00-11:00,5,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,1.0,True,INFLATED,1.0,0.15121409651999998,15.12,251,0,07:00-11:00
TASK-00336,SEG-028,S&T,2.45,07:00-11:00,5,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,1.0,True,INFLATED,1.0,0.15121409651999998,15.12,249,0,07:00-11:00
TASK-00334,SEG-028,S&T,1.58,07:00-11:00,5,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,1.0,True,INFLATED,1.0,0.15121409651999998,15.12,248,0,07:00-11:00
TASK-00232,SEG-020,Engineering,3.09,07:00-11:00,5,1.0,0.0,0.0,0.004031539,0.4031539,0.004031539,0.0024189233999999996,1.0,True,INFLATED,1.0,0.15112883092,15.11,252,0,07:00-11:00
TASK-00141,SEG-012,Electrical,5.12,07:00-11:00,5,0.0,0.0,0.0,0.0026769638,0.26769638,0.0026769638,0.00160617828,1.0,True,INFLATED,1.0,0.150749549864,15.07,253,0,07:00-11:00
TASK-00145,SEG-012,Electrical,6.99,07:00-11:00,5,0.0,0.0,0.0,0.0026769638,0.26769638,0.0026769638,0.00160617828,1.0,True,INFLATED,1.0,0.150749549864,15.07,254,0,07:00-11:00
TASK-00146,SEG-012,Electrical,7.54,07:00-11:00,5,0.0,0.0,0.0,0.0026769638,0.26769638,0.0026769638,0.00160617828,1.0,True,INFLATED,1.0,0.150749549864,15.07,255,0,07:00-11:00
TASK-00149,SEG-012,Electrical,4.45,07:00-11:00,5,0.0,0.0,0.0,0.0026769638,0.26769638,0.0026769638,0.00160617828,1.0,True,INFLATED,1.0,0.150749549864,15.07,256,0,07:00-11:00
TASK-00208,SEG-018,Electrical,3.63,07:00-11:00,5,0.0,0.0,0.0,0.0021221638,0.21221638,0.0021221638,0.00127329828,1.0,True,INFLATED,1.0,0.15059420586399996,15.06,257,0,07:00-11:00
TASK-00364,SEG-030,Electrical,2.27,07:00-11:00,5,0.0,0.0,0.0,0.0018312335,0.18312335,0.0018312335,0.0010987401,1.0,True,INFLATED,1.0,0.15051274538,15.05,263,0,07:00-11:00
TASK-00362,SEG-030,Electrical,4.05,07:00-11:00,5,0.0,0.0,0.0,0.0018312335,0.18312335,0.0018312335,0.0010987401,1.0,True,INFLATED,1.0,0.15051274538,15.05,262,0,07:00-11:00
TASK-00361,SEG-030,Electrical,3.21,07:00-11:00,5,0.0,0.0,0.0,0.0018312335,0.18312335,0.0018312335,0.0010987401,1.0,True,INFLATED,1.0,0.15051274538,15.05,261,0,07:00-11:00
TASK-00404,SEG-034,S&T,3.36,07:00-11:00,5,0.0,0.0,0.0,0.0017865896,0.17865896,0.0017865896,0.00107195376,1.0,True,INFLATED,1.0,0.15050024508799997,15.05,265,0,07:00-11:00
TASK-00409,SEG-034,S&T,1.58,07:00-11:00,5,0.0,0.0,0.0,0.0017865896,0.17865896,0.0017865896,0.00107195376,1.0,True,INFLATED,1.0,0.15050024508799997,15.05,266,0,07:00-11:00
TASK-00358,SEG-030,Electrical,5.66,07:00-11:00,5,0.0,0.0,0.0,0.0018312335,0.18312335,0.0018312335,0.0010987401,1.0,True,INFLATED,1.0,0.15051274538,15.05,260,0,07:00-11:00
TASK-00356,SEG-030,Electrical,6.7,07:00-11:00,5,0.0,0.0,0.0,0.0018312335,0.18312335,0.0018312335,0.0010987401,1.0,True,INFLATED,1.0,0.15051274538,15.05,259,0,07:00-11:00
TASK-00355,SEG-030,Electrical,1.79,07:00-11:00,5,0.0,0.0,0.0,0.0018312335,0.18312335,0.0018312335,0.0010987401,1.0,True,INFLATED,1.0,0.15051274538,15.05,258,0,07:00-11:00
TASK-00401,SEG-034,S&T,7.57,07:00-11:00,5,0.0,0.0,0.0,0.0017865896,0.17865896,0.0017865896,0.00107195376,1.0,True,INFLATED,1.0,0.15050024508799997,15.05,264,0,07:00-11:00
TASK-00389,SEG-033,S&T,5.82,07:00-11:00,5,0.0,0.0,0.0,0.0013402104,0.13402104,0.0013402104,0.00080412624,1.0,True,INFLATED,1.0,0.150375258912,15.04,267,0,07:00-11:00
TASK-00396,SEG-033,S&T,2.06,07:00-11:00,5,0.0,0.0,0.0,0.0013402104,0.13402104,0.0013402104,0.00080412624,1.0,True,INFLATED,1.0,0.150375258912,15.04,268,0,07:00-11:00
TASK-00417,SEG-035,Electrical,3.92,07:00-11:00,5,0.0,0.0,0.0,0.0009829998,0.09829998,0.0009829997999999999,0.00058979988,1.0,True,INFLATED,1.0,0.150275239944,15.03,279,0,07:00-11:00
TASK-00551,SEG-046,S&T,4.39,07:00-11:00,5,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,1.0,True,INFLATED,1.0,0.15026874780799998,15.03,281,0,07:00-11:00
TASK-00555,SEG-046,S&T,6.99,07:00-11:00,5,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,1.0,True,INFLATED,1.0,0.15026874780799998,15.03,283,0,07:00-11:00
TASK-00553,SEG-046,S&T,5.07,07:00-11:00,5,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,1.0,True,INFLATED,1.0,0.15026874780799998,15.03,282,0,07:00-11:00
TASK-00081,SEG-007,Engineering,4.37,07:00-11:00,5,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,1.0,True,INFLATED,1.0,0.1502682471288,15.03,269,0,07:00-11:00
TASK-00200,SEG-017,Electrical,1.79,07:00-11:00,5,0.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,1.0,True,INFLATED,1.0,0.1502682471288,15.03,273,0,07:00-11:00
TASK-00103,SEG-009,S&T,7.36,07:00-11:00,5,1.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,1.0,True,INFLATED,1.0,0.15031926632437498,15.03,272,0,07:00-11:00
TASK-00345,SEG-029,Electrical,4.75,07:00-11:00,5,0.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,1.0,True,INFLATED,1.0,0.15031926632437498,15.03,275,0,07:00-11:00
TASK-00348,SEG-029,Electrical,6.5,07:00-11:00,5,0.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,1.0,True,INFLATED,1.0,0.15031926632437498,15.03,277,0,07:00-11:00
TASK-00084,SEG-007,Engineering,7.66,07:00-11:00,5,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,1.0,True,INFLATED,1.0,0.1502682471288,15.03,270,0,07:00-11:00
TASK-00545,SEG-046,S&T,6.08,07:00-11:00,5,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,1.0,True,INFLATED,1.0,0.15026874780799998,15.03,280,0,07:00-11:00
TASK-00202,SEG-017,Electrical,3.41,07:00-11:00,5,0.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,1.0,True,INFLATED,1.0,0.1502682471288,15.03,274,0,07:00-11:00
TASK-00101,SEG-009,S&T,2.64,07:00-11:00,5,1.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,1.0,True,INFLATED,1.0,0.15031926632437498,15.03,271,0,07:00-11:00
TASK-00375,SEG-031,Engineering,5.61,07:00-11:00,5,1.0,0.0,0.0,0.0010365844,0.10365844,0.0010365844,0.00062195064,1.0,True,INFLATED,1.0,0.150290243632,15.03,278,0,07:00-11:00
TASK-00347,SEG-029,Electrical,1.74,07:00-11:00,5,0.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,1.0,True,INFLATED,1.0,0.15031926632437498,15.03,276,0,07:00-11:00
TASK-00571,SEG-048,Electrical,6.38,07:00-11:00,5,2.0,0.0,0.0,0.0007775426,0.07775426,0.0007775426000000001,0.00046652556,1.0,True,INFLATED,1.0,0.15021771192800001,15.02,294,0,07:00-11:00
TASK-00499,SEG-042,Electrical,1.56,07:00-11:00,5,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,1.0,True,INFLATED,1.0,0.150249738692,15.02,291,0,07:00-11:00
TASK-00579,SEG-048,Electrical,7.0,07:00-11:00,5,2.0,0.0,0.0,0.0007775426,0.07775426,0.0007775426000000001,0.00046652556,1.0,True,INFLATED,1.0,0.15021771192800001,15.02,296,0,07:00-11:00
TASK-00153,SEG-013,Engineering,2.93,07:00-11:00,5,0.0,0.0,0.0,0.0007721782,0.07721782,0.0007721782000000001,0.00046330692,1.0,True,INFLATED,1.0,0.15021620989599999,15.02,285,0,07:00-11:00
TASK-00151,SEG-013,Engineering,5.45,07:00-11:00,5,0.0,0.0,0.0,0.0007721782,0.07721782,0.0007721782000000001,0.00046330692,1.0,True,INFLATED,1.0,0.15021620989599999,15.02,284,0,07:00-11:00
TASK-00577,SEG-048,Electrical,3.41,07:00-11:00,5,2.0,0.0,0.0,0.0007775426,0.07775426,0.0007775426000000001,0.00046652556,1.0,True,INFLATED,1.0,0.15021771192800001,15.02,295,0,07:00-11:00
TASK-00286,SEG-024,Electrical,5.94,07:00-11:00,5,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,1.0,True,INFLATED,1.0,0.150209717756175,15.02,287,0,07:00-11:00
TASK-00470,SEG-040,S&T,1.85,07:00-11:00,5,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,1.0,True,INFLATED,1.0,0.150249738692,15.02,288,0,07:00-11:00
TASK-00472,SEG-040,S&T,3.5,07:00-11:00,5,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,1.0,True,INFLATED,1.0,0.150249738692,15.02,289,0,07:00-11:00
TASK-00195,SEG-016,S&T,6.94,07:00-11:00,5,0.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,1.0,True,INFLATED,1.0,0.150249738692,15.02,286,0,07:00-11:00
TASK-00504,SEG-042,Electrical,7.92,07:00-11:00,5,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,1.0,True,INFLATED,1.0,0.150249738692,15.02,293,0,07:00-11:00
TASK-00503,SEG-042,Electrical,5.71,07:00-11:00,5,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,1.0,True,INFLATED,1.0,0.150249738692,15.02,292,0,07:00-11:00
TASK-00477,SEG-040,S&T,7.23,07:00-11:00,5,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,1.0,True,INFLATED,1.0,0.150249738692,15.02,290,0,07:00-11:00
TASK-00586,SEG-049,Engineering,5.94,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,362,0,07:00-11:00
TASK-00179,SEG-015,S&T,6.99,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,330,0,07:00-11:00
TASK-00565,SEG-047,Electrical,4.44,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,360,0,07:00-11:00
TASK-00582,SEG-049,Engineering,1.94,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,361,0,07:00-11:00
TASK-00037,SEG-004,S&T,3.19,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,298,0,07:00-11:00
TASK-00125,SEG-011,Electrical,5.81,07:00-11:00,5,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,329,0,07:00-11:00
TASK-00181,SEG-015,S&T,6.9,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,331,0,07:00-11:00
TASK-00036,SEG-004,S&T,5.81,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,297,0,07:00-11:00
TASK-00054,SEG-005,Electrical,6.65,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,315,0,07:00-11:00
TASK-00055,SEG-005,Electrical,5.28,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,316,0,07:00-11:00
TASK-00056,SEG-005,Electrical,6.07,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,317,0,07:00-11:00
TASK-00057,SEG-005,Electrical,2.28,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,318,0,07:00-11:00
TASK-00058,SEG-005,Electrical,3.3,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,319,0,07:00-11:00
TASK-00059,SEG-005,Electrical,3.43,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,320,0,07:00-11:00
TASK-00060,SEG-005,Electrical,1.8,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,321,0,07:00-11:00
TASK-00220,SEG-019,Engineering,2.96,07:00-11:00,5,1.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,332,0,07:00-11:00
TASK-00227,SEG-019,Engineering,3.13,07:00-11:00,5,1.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,333,0,07:00-11:00
TASK-00095,SEG-008,Engineering,4.55,07:00-11:00,5,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,328,0,07:00-11:00
TASK-00093,SEG-008,Engineering,4.76,07:00-11:00,5,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,327,0,07:00-11:00
TASK-00092,SEG-008,Engineering,7.92,07:00-11:00,5,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,326,0,07:00-11:00
TASK-00090,SEG-008,Engineering,7.56,07:00-11:00,5,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,325,0,07:00-11:00
TASK-00527,SEG-044,Engineering,6.93,07:00-11:00,5,2.0,0.0,0.0,0.00025212765,0.025212765,0.00025212765,0.00015127659,1.0,True,INFLATED,1.0,0.150070595742,15.01,355,0,07:00-11:00
TASK-00529,SEG-044,Engineering,4.24,07:00-11:00,5,2.0,0.0,0.0,0.00025212765,0.025212765,0.00025212765,0.00015127659,1.0,True,INFLATED,1.0,0.150070595742,15.01,356,0,07:00-11:00
TASK-00530,SEG-044,Engineering,6.9,07:00-11:00,5,2.0,0.0,0.0,0.00025212765,0.025212765,0.00025212765,0.00015127659,1.0,True,INFLATED,1.0,0.150070595742,15.01,357,0,07:00-11:00
TASK-00524,SEG-044,Engineering,2.57,07:00-11:00,5,2.0,0.0,0.0,0.00025212765,0.025212765,0.00025212765,0.00015127659,1.0,True,INFLATED,1.0,0.150070595742,15.01,354,0,07:00-11:00
TASK-00589,SEG-049,Engineering,4.84,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,363,0,07:00-11:00
TASK-00293,SEG-025,Engineering,4.78,07:00-11:00,5,1.0,0.0,0.0,0.00026106834,0.026106834,0.00026106834,0.000156641004,1.0,True,INFLATED,1.0,0.15007309913519998,15.01,338,0,07:00-11:00
TASK-00433,SEG-036,Electrical,7.69,07:00-11:00,5,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,348,0,07:00-11:00
TASK-00291,SEG-025,Engineering,1.94,07:00-11:00,5,1.0,0.0,0.0,0.00026106834,0.026106834,0.00026106834,0.000156641004,1.0,True,INFLATED,1.0,0.15007309913519998,15.01,337,0,07:00-11:00
TASK-00274,SEG-023,Electrical,5.84,07:00-11:00,5,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,336,0,07:00-11:00
TASK-00265,SEG-022,S&T,4.22,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,335,0,07:00-11:00
TASK-00264,SEG-022,S&T,5.74,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,334,0,07:00-11:00
TASK-00451,SEG-038,Engineering,4.92,07:00-11:00,5,3.0,0.0,0.0,0.0004594326,0.04594326,0.0004594326,0.00027565955999999997,1.0,True,INFLATED,1.0,0.15012864112799998,15.01,352,0,07:00-11:00
TASK-00452,SEG-038,Engineering,6.16,07:00-11:00,5,3.0,0.0,0.0,0.0004594326,0.04594326,0.0004594326,0.00027565955999999997,1.0,True,INFLATED,1.0,0.15012864112799998,15.01,353,0,07:00-11:00
TASK-00448,SEG-038,Engineering,3.04,07:00-11:00,5,3.0,0.0,0.0,0.0004594326,0.04594326,0.0004594326,0.00027565955999999997,1.0,True,INFLATED,1.0,0.15012864112799998,15.01,351,0,07:00-11:00
TASK-00438,SEG-037,Engineering,7.51,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,349,0,07:00-11:00
TASK-00441,SEG-037,Engineering,4.61,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,350,0,07:00-11:00
TASK-00304,SEG-026,Engineering,6.02,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,341,0,07:00-11:00
TASK-00428,SEG-036,Electrical,4.44,07:00-11:00,5,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,347,0,07:00-11:00
TASK-00427,SEG-036,Electrical,7.03,07:00-11:00,5,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,346,0,07:00-11:00
TASK-00038,SEG-004,S&T,6.39,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,299,0,07:00-11:00
TASK-00039,SEG-004,S&T,1.84,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,300,0,07:00-11:00
TASK-00040,SEG-004,S&T,7.67,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,301,0,07:00-11:00
TASK-00041,SEG-004,S&T,5.85,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,302,0,07:00-11:00
TASK-00042,SEG-004,S&T,5.44,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,303,0,07:00-11:00
TASK-00043,SEG-004,S&T,2.2,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,304,0,07:00-11:00
TASK-00044,SEG-004,S&T,7.62,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,305,0,07:00-11:00
TASK-00045,SEG-004,S&T,6.03,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,306,0,07:00-11:00
TASK-00046,SEG-004,S&T,4.96,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,307,0,07:00-11:00
TASK-00047,SEG-004,S&T,6.85,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,308,0,07:00-11:00
TASK-00048,SEG-004,S&T,4.33,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,309,0,07:00-11:00
TASK-00297,SEG-025,Engineering,3.57,07:00-11:00,5,1.0,0.0,0.0,0.00026106834,0.026106834,0.00026106834,0.000156641004,1.0,True,INFLATED,1.0,0.15007309913519998,15.01,339,0,07:00-11:00
TASK-00302,SEG-026,Engineering,5.13,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,340,0,07:00-11:00
TASK-00324,SEG-027,S&T,7.54,07:00-11:00,5,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,343,0,07:00-11:00
TASK-00319,SEG-027,S&T,3.45,07:00-11:00,5,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,342,0,07:00-11:00
TASK-00325,SEG-027,S&T,3.45,07:00-11:00,5,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,344,0,07:00-11:00
TASK-00421,SEG-036,Electrical,2.48,07:00-11:00,5,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,345,0,07:00-11:00
TASK-00067,SEG-006,Electrical,2.87,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,324,0,07:00-11:00
TASK-00064,SEG-006,Electrical,7.96,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,323,0,07:00-11:00
TASK-00061,SEG-005,Electrical,7.17,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,322,0,07:00-11:00
TASK-00052,SEG-005,Electrical,7.22,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,313,0,07:00-11:00
TASK-00053,SEG-005,Electrical,6.18,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,314,0,07:00-11:00
TASK-00558,SEG-047,Electrical,3.15,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,358,0,07:00-11:00
TASK-00560,SEG-047,Electrical,6.94,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,359,0,07:00-11:00
TASK-00050,SEG-005,Electrical,3.09,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,311,0,07:00-11:00
TASK-00051,SEG-005,Electrical,7.03,07:00-11:00,5,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,1.0,True,INFLATED,1.0,0.15014215946079998,15.01,312,0,07:00-11:00
TASK-00049,SEG-004,S&T,4.33,07:00-11:00,5,1.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,1.0,True,INFLATED,1.0,0.1501346492756,15.01,310,0,07:00-11:00
TASK-00596,SEG-050,Engineering,3.83,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,368,0,07:00-11:00
TASK-00594,SEG-050,Engineering,4.15,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,367,0,07:00-11:00
TASK-00592,SEG-049,Engineering,6.81,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,366,0,07:00-11:00
TASK-00591,SEG-049,Engineering,2.84,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,365,0,07:00-11:00
TASK-00590,SEG-049,Engineering,1.93,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,364,0,07:00-11:00
TASK-00006,SEG-001,Engineering,6.37,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,374,0,07:00-11:00
TASK-00007,SEG-001,Engineering,1.66,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,375,0,07:00-11:00
TASK-00008,SEG-001,Engineering,2.53,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,376,0,07:00-11:00
TASK-00009,SEG-001,Engineering,6.81,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,377,0,07:00-11:00
